Merkez;Ünvanı;Adı;Soyadı;Anabilim Dalı;Bilim Dalı;YÖK ID;ResearcherID (Esas);ResearcherID (ikinci);ORCID (Esas);ORCID (ikinci);Scopus AuthorID;ScopusId (ikinci);ScopusId (üçüncü);ScopusId (dördüncü);ScopusId (beşinci);Pure adı
İzmir;Uzm. Dr.;Bora;LİMNİLİ;Ortopedi ve Travmatoloji;;;;;0000-0003-2362-1590;;;;;;;
Konya;Uzm. Dr.;Javid Mohammadzade;HAZARABADI;Ortopedi ve Travmatoloji;;;;;0000-0003-2393-3535;;;;;;;
Ankara;Arş. Gör. Dr.;Koray;AKPINAR;Ortopedi ve Travmatoloji;;E90E0030911028E9;;;0000-0002-0366-3876;;;;;;;
Ankara;Arş. Gör. Dr.;Ali Yawz;ALI ALI;Ortopedi ve Travmatoloji;;6EABB006C54D372C;;;0000-0003-3659-9265;;;;;;;
Ankara;Arş. Gör. Dr.;Maksat;ARTYKOV;Ortopedi ve Travmatoloji;;;;;0000-0003-1532-617x;;;;;;;
Ankara;Arş. Gör. Dr.;Hakan Süleyman;BAL;Ortopedi ve Travmatoloji;;;;;0000-0001-8714-7512;;;;;;;
Ankara;Arş. Gör. Dr.;Can;ÇETİN;Ortopedi ve Travmatoloji;;140953D961864CFF;;;0000-0003-4613-1607;;;;;;;
Ankara;Arş. Gör. Dr.;Mahmut;IŞIK;Ortopedi ve Travmatoloji;;B3536654D35A4A71;;;0000-0001-8678-5272;;;;;;;
Ankara;Arş. Gör. Dr.;Salim Ceyhun;ÜSTÜN;Ortopedi ve Travmatoloji;;67D53EF2CF7C8A5E;;;;;;;;;;
Ankara;Prof. Dr.;Nilgün;ERTAŞ;Plastik ve Rekonstrüktif Cerrahi;;352C55A63604716D;;;0000-0002-6944-1512;;55663179600;6701690655;;;;
Ankara;Prof. Dr.;Ahmet Çağrı;UYSAL;Plastik ve Rekonstrüktif Cerrahi;;A068CA621F7FF745;;;0000-0001-6236-0050;;7005410154;23391372000;;;;
Ankara;Dr. Öğr. Üyesi Dr.;Burak;ÖZKAN;Plastik ve Rekonstrüktif Cerrahi;;C80B42D16C225418;;;0000-0003-3093-8369;;57194264417;;;;;
Konya;Dr. Öğr. Üyesi Dr.;Enver;ARPACI;Plastik ve Rekonstrüktif Cerrahi;;840540F0EDB32C79;W-1571-2017;;0000-0001-6713-8387;;25951334100;;;;;
Adana;Uzm. Dr.;Emrah Efe;ASLANER;Plastik ve Rekonstrüktif Cerrahi;;;;;;;54419424900;;;;;
Adana;Uzm. Dr.;Cem;ÖZ;Plastik ve Rekonstrüktif Cerrahi;;;;;;;57211170837;;;;;
Alanya;Uzm. Dr.;Ahmet;ÇETİNBAŞ;Plastik ve Rekonstrüktif Cerrahi;;;;;;;57191526840;;;;;
Konya;Uzm. Dr.;İbrahim Barış;ÇAĞLAR;Plastik ve Rekonstrüktif Cerrahi;;;;;;;;;;;;
Ankara;Arş. Gör. Dr.;Kadri;AKINCI;Plastik ve Rekonstrüktif Cerrahi;;BE3359B35D5E92C5;;;0000-0002-8392-6057;;;;;;;
Ankara;Arş. Gör. Dr.;Abbas Najımaldın Muhsun;AL-BAYATI;Plastik ve Rekonstrüktif Cerrahi;;4A83E793616E17D5;;;;;;;;;;
Ankara;Arş. Gör. Dr.;Süleyman;SAVRAN;Plastik ve Rekonstrüktif Cerrahi;;;;;0000-0002-5391-1508;;;;;;;
İzmir;Uzm. Dr.(Prof. Dr.);Ali;BARUTÇU;Plastik ve Rekonstrüktif Cerrahi;;;;;;;;;;;;
Adana;Prof. Dr.;Hüseyin Cem;ÖNAL;Radyasyon Onkolojisi;;F5581BF433009559;D-5195-2014;;0000-0002-2742-9021;;23490222600;;;;;huseyin-cem-onal
Adana;Prof. Dr.;Erkan;TOPKAN;Radyasyon Onkolojisi;;E01D7DCBD58E3214;;;0000-0001-8120-7123;;55885460400;;;;;erkan-topkan
Ankara;Doç. Dr.;Çağdaş;YAVAŞ;Radyasyon Onkolojisi;;09FA8A4AA09C5794;AAE-3916-2020;;0000-0003-3940-1541;;33068437300;;;;;
Ankara;Doç. Dr.;Güler;YAVAŞ;Radyasyon Onkolojisi;;70674EEF6C1B052B;AAE-2822-2020;;0000-0001-9481-6307;;48261660800;;;;;
Adana;Dr. Öğr. Üyesi Dr.(Doç.);Berna;AKKUŞ YILDIRIM;Radyasyon Onkolojisi;;EEFA4DAA0690F020;;;0000-0001-6661-4185;;36148843700;57039905800;;;;berna-yıldırım
Adana;Dr. Öğr. Üyesi Dr.(Doç.);Ozan Cem;GÜLER;Radyasyon Onkolojisi;;4016DE788639BF7E;;;0000-0001-6908-3412;;55745933100;;;;;
Adana;Dr. Öğr. Üyesi Dr.;Yurday;ÖZDEMİR;Radyasyon Onkolojisi;;5A59B814C96DED00;;;0000-0002-2218-2074;;56861948300;;;;;
Adana;Prof. Dr.;Özlem;ALKAN;Radyoloji;;BFBA753F7C1F7EAE;;;0000-0001-7526-3460;;24343186800;;;;;özlem-alkan
Adana;Prof. Dr.;Naime;ALTINKAYA;Radyoloji;;0DAAE51D184E1C3F;;;0000-0003-1348-8167;;35224623900;;;;;
Adana;Prof. Dr.;Elif;KARADELİ;Radyoloji;;88BE7F613315B9BF;;;0000-0002-0352-8818;;23987814000;;;;;elif-karadeli
Adana;Prof. Dr.;Zafer;KOÇ;Radyoloji;;C5005E63B6A82D50;;;0000-0003-0987-1980;;55393260200;;;;;zafer-koc
Adana;Prof. Dr.;Ayşin;PURBAGER;Radyoloji;;57D1CF073B9D7362;;;0000-0001-6099-2775;;8836617800;55426965500;;;;aysin-purbager
Ankara;Prof. Dr.;Ahmet Muhteşem;AĞILDERE;Radyoloji;;E3E7D861BC5016B5;AAB-5802-2020;;0000-0002-5850-6560;0000-0003-4223-7017;6603903474;;;;;ahmet-muhtesem-agıldere
Ankara;Prof. Dr.;Fatih;BOYVAT;Radyoloji;;14981C289406674B;;;0000-0002-0076-9034;;7004925249;;;;;fatih-boyvat
Ankara;Prof. Dr.;Mehmet;COŞKUN;Radyoloji;;4B389E390FFED5F1;;;0000-0001-5630-022X;;57210101069;;;;;mehmet-coskun
Ankara;Prof. Dr.;Ömer Koray;HEKİMOĞLU;Radyoloji;;7F43E9BD1093E0D8;;;0000-0002-0805-0841;;24921205900;55316501700;;;;omer-koray-hekimoglu
Ankara;Prof. Dr.;Emin Alp;NİRON;Radyoloji;;620869D1B23A88BD;;;;;6602905009;6504692304;;;;
Ankara;Prof. Dr.;Eşref Umut;ÖZYER;Radyoloji;;717462E3A072B902;;;0000-0002-4300-009X;;9039206300;6507522105;;;;esref-umut-ozyer
Ankara;Prof. Dr.;Nihal;USLU;Radyoloji;;0B725B02601AC598;;;0000-0002-8439-8700;;30767833900;;;;;
Ankara;Prof. Dr.;Tülin;YILDIRIM;Radyoloji;;B7D3CF0D8F4E8E0A;;;0000-0001-7788-9416;;7005994645;;;;;
Ankara;Prof. Dr.;Fuldem;YILDIRIM DÖNMEZ;Radyoloji;;501B160FBEDD22E5;;;0000-0003-4502-106X;;23011284900;24485666400;26644801900;;;fuldem-yıldırım-donmez
İstanbul;Prof. Dr.;İclal;IŞIKLAR;Radyoloji;;DE00AC12B9134779;;;0000-0002-3498-5325;;6701774131;;;;;
İstanbul;Prof. Dr.;Selami;SUMA;Radyoloji;;3A58BFC092ED9D86;;;0000-0003-0338-3329;;7004164059;;;;;
İzmir;Prof. Dr.;Hasan;YERLİ;Radyoloji;;2BC9B513B87C9428;;;0000-0003-2463-1758;;8511080900;;;;;
Konya;Prof. Dr.;Erkan;YILDIRIM;Radyoloji;;E2D79C178332A4A9;Q-9702-2019;;;;57210709419;57206319344;14520798100;;;
Adana;Doç. Dr.;Çağatay;ANDİÇ;Radyoloji;;8F2B500A59D1B4A1;;;0000-0001-8581-8685;;23007705100;;;;;cagatay-andıc
Adana;Doç. Dr.;Şenay;DEMİR KEKEÇ;Radyoloji;;DC22B65C02D23D8C;;;0000-0002-4209-9075;;26635037800;;;;;
Adana;Doç. Dr.;Gürcan;ERBAY;Radyoloji;;0B94B3CF52D5E123;;;0000-0002-1706-8680;;6603167634;;;;;gurcan-erbay
Ankara;Dr. Öğr. Üyesi Dr.(Doç.);Feride;KURAL;Radyoloji;;59599D84BA771018;;;0000-0002-4226-4034;;54781519000;57204518532;;;;feride-kural-rahatli
İzmir;Dr. Öğr. Üyesi Dr.(Doç.);Elçin;AYDIN;Radyoloji;;D601BF85628BFA35;;;0000-0003-0907-3647;;57189518841;;;;;
İstanbul;Uzm. Dr. (Doç.);Hatice;AKAY;Radyoloji;;;;;;;;;;;;
Adana;Dr. Öğr. Üyesi Dr.;Hülya;ÖZDEMİR;Radyoloji;;CF0F426B9BD4D7DD;;;0000-0002-7138-246X;;;;;;;
Ankara;Dr. Öğr. Üyesi Dr.;Pınar;ÇELTİKÇİ;Radyoloji;;;;;0000-0002-1655-6957;;56416421500;;;;;
Ankara;Dr. Öğr. Üyesi Dr.;Kemal Murat;HABERAL;Radyoloji;;145E3E3FE4F78923;;;0000-0002-8211-4065;;57196347621;50961143400;;;;kemal-murat-haberal
Ankara;Dr. Öğr. Üyesi Dr.;Ali;HARMAN;Radyoloji;;BCDFD2F80590DE55;;;0000-0002-7386-7110;;14050323500;;;;;
Ankara;Dr. Öğr. Üyesi Dr.;Aslıhan;ONAY ÇOLAK;Radyoloji;;;;;0000-0003-4213-9126;;56448889200;;;;;
Ankara;Dr. Öğr. Üyesi Dr.;Hale;TURNAOĞLU;Radyoloji;;1016032F34EE5E5B;;;0000-0002-0781-0036;;57188877872;;;;;hale-turnaoglu
İstanbul;Dr. Öğr. Üyesi Dr.;Ali;FIRAT;Radyoloji;;175BDFBE11160157;;;0000-0003-3296-7227;;56275123300;6701308188;;;;
İzmir;Öğr. Gör. Dr.;Esin;GEZMİŞ;Radyoloji;;91B3A7F3E5A26F07;;;0000-0002-1001-6028;;55845853400;;;;;
Adana;Uzm. Dr.;Aylin;GÜNEŞLİ YETİŞGEN;Radyoloji;;;;;0000-0002-8337-6905;;8838602600;55910403700;;;;
Adana;Uzm. Dr.;İsmail;KARLUKA;Radyoloji;;;;;0000-0002-5760-1777;;;;;;;
Adana;Uzm. Dr.;Çiğdem;YALÇIN;Radyoloji;;;;;0000-0001-5483-8253;;55908609800;;;;;
Alanya;Uzm. Dr.;Balnur;BULEKBAYEVA;Radyoloji;;;;;;;;;;;;
Alanya;Uzm. Dr.;Işılay;IŞIK;Radyoloji;;;;;;;55674036900;57062555700;;;;
Ankara;Uzm. Dr.;Gözde;ARSLAN;Radyoloji;;;;;;;;;;;;
Ankara;Uzm. Dr.;Özgür;ÖZEN;Radyoloji;;;;;0000-0001-9676-6390;;55891242700;;;;;
Ankara;Uzm. Dr.;Rahime;SEZER;Radyoloji;;;;;0000-0003-3173-1757;;;;;;;
Ankara;Uzm. Dr.;Funda;ULU ÖZTÜRK;Radyoloji;;;;;0000-0003-2782-2824;;57193212597;36176677100;;;;
İstanbul;Uzm. Dr.;Bilge;ÇAKAR DEMİR;Radyoloji;;;;;0000-0001-6573-8303;;;;;;;
İstanbul;Uzm. Dr.;Behlül;İGÜS;Radyoloji;;;;;0000-0003-4874-8141;;57189628260;;;;;
İstanbul;Uzm. Dr.;Kadihan;YALÇIN;Radyoloji;;;;;0000-0001-8488-6934;;56993840600;56444391400;54581895000;;;
Konya;Uzm. Dr.;Çağrı;KESİM;Radyoloji;;;;;0000-0002-8964-291X;;57201998548;;;;;
Konya;Uzm. Dr.;Ümit Can;ÖZCAN;Radyoloji;;;;;0000-0002-4447-0296;;;;;;;
Ankara;Arş. Gör. Dr.;Merve;ALTINTAŞ;Radyoloji;;1A7D9AE5DC42C3CC;;;0000-0002-3207-5558;0000-0002-2579-8376;;;;;;
Ankara;Arş. Gör. Dr.;Altan;GARAYLI;Radyoloji;;;;;0000-0001-6296-3783;;;;;;;
Ankara;Arş. Gör. Dr.;Gökhan;KAHRAMAN;Radyoloji;;1C0E6B87F7C5944B;;;0000-0001-9902-8844;;;;;;;
Ankara;Arş. Gör. Dr.;Pelin;KAYA;Radyoloji;;F2D4DD2AFD1DFAAA;;;0000-0002-8679-4635;;;;;;;
Ankara;Arş. Gör. Dr.;Hesham Sayed;MOHAMMED ALI GAD;Radyoloji;;;;;0000-0003-3666-9307;;;;;;;
Ankara;Arş. Gör. Dr.;Özay;ÖZCAN;Radyoloji;;;;;0000-0002-8411-6048;;;;;;;
Ankara;Arş. Gör. Dr.;Oğuzcan;ÜNAL;Radyoloji;;C773AA31ABDEF256;;;0000-0002-2756-0417;;;;;;;
Ankara;Prof. Dr.;Gamze;ÖZÇÜRÜMEZ BİLGİLİ;Ruh Sağlığı ve Hastalıkları;;F1BF0CF13FE1162B;;;0000-0002-3548-5517;;6506624504;57201323060;;;;
İzmir;Prof. Dr.;Ahmet Afşin;SAĞDUYU;Ruh Sağlığı ve Hastalıkları;;6E3A9515C95227A1;;;;;6602150734;;;;;
Adana;Dr. Öğr. Üyesi Dr.(Doç.);Ebru;ALTINTAŞ;Ruh Sağlığı ve Hastalıkları;;CAAFAE337AE4B07A;;;0000-0003-2735-4805;;56414571900;;;;;ebru-altıntas
Ankara;Dr. Öğr. Üyesi Dr.;Arda;KARAGÖL;Ruh Sağlığı ve Hastalıkları;;D1280CA020399A59;;;0000-0003-4865-0451;;56037625900;;;;;arda-karagol
Konya;Dr. Öğr. Üyesi Dr.;Selen;IŞIK ULUSOY;Ruh Sağlığı ve Hastalıkları;;;;;0000-0003-2550-8989;;57200958446;;;;;
Ankara;Öğr. Gör. Dr.;Emine Özgün;KARAER KARAPIÇAK;Ruh Sağlığı ve Hastalıkları;;9EAE0660FB88B31F;;;0000-0003-4363-0347;;44061565400;;;;;
Ankara;Öğr. Gör. Dr.;Selvi;KAYIPMAZ;Ruh Sağlığı ve Hastalıkları;;7438ED815704F2B5;;;0000-0002-7984-2440;;57196352860;;;;;
İzmir;Öğr. Gör. Dr.;Aslı;AKIN ASLAN;Ruh Sağlığı ve Hastalıkları;;5057D295EB22A38D;;;;;;;;;;
Adana;Uzm. Dr.;Münevver;TÜNEL;Ruh Sağlığı ve Hastalıkları;;;;;0000-0001-7140-1803;;36864602600;;;;;
Alanya;Uzm. Dr.;Mehmet;ÇEKİRDEK;Ruh Sağlığı ve Hastalıkları;;;;;;;;;;;;
Ankara;Uzm. Dr.;Arda;BAĞCAZ;Ruh Sağlığı ve Hastalıkları;;;;;0000-0001-5947-0179;;;;;;;
Ankara;Uzm. Dr.;Şule;BIÇAKCI AY;Ruh Sağlığı ve Hastalıkları;;;;;0000-0003-4787-9860;;;;;;;
Ankara;Uzm. Dr.;Jamal;HASANLI;Ruh Sağlığı ve Hastalıkları;;;;;0000-0003-1364-625X;;;;;;;
Ankara;Uzm. Dr.;Yasemin;HOŞGÖREN ALICI;Ruh Sağlığı ve Hastalıkları;;;;;0000-0003-3384-8131;;56491354200;57209801362;;;;
Ankara;Uzm. Dr.;Emre;MISIR;Ruh Sağlığı ve Hastalıkları;;;;;0000-0001-8953-1171;;;;;;;
İstanbul;Uzm. Dr.;Ada;SALAJ;Ruh Sağlığı ve Hastalıkları;;;;;0000-0001-8415-5330;;35077814500;57213650486;;;;
Ankara;Arş. Gör. Dr.;Gonca;AŞUT;Ruh Sağlığı ve Hastalıkları;;B2491D0E5A928DA1;;;0000-0002-7064-558X;;;;;;;
Ankara;Arş. Gör. Dr.;Esra;EMEKLİ;Ruh Sağlığı ve Hastalıkları;;;;;;;;;;;;
Ankara;Arş. Gör. Dr.;Ceyhun;HACIYEV;Ruh Sağlığı ve Hastalıkları;;818C2D7544AFA9AB;;;;;;;;;;
Ankara;Arş. Gör. Dr.;Pelin;KUTLUTÜRK;Ruh Sağlığı ve Hastalıkları;;AED2A9C0FE08BA80;;;;;;;;;;
Ankara;Arş. Gör. Dr.;Beren;ÖZEL;Ruh Sağlığı ve Hastalıkları;;37A4FD3547A02716;;;;;;;;;;
Ankara;Prof. Dr.;Derya;AKAYDIN ALDEMİR;Tıbbi Biyokimya;;CDA7A12E17807D4E;;;0000-0002-8680-6691;;6506337208;;;;;derya-akaydın-aldemir
Ankara;Prof. Dr.;Saffet Simin;ROTA;Tıbbi Biyokimya;;B041D756FAE95179;;;0000-0003-3406-3483;;56229310400;7003423002;;;;
Ankara;Prof. Dr.;Emine Suna;TÜRKOĞLU;Tıbbi Biyokimya;;BA1876FFC8DC905C;;;0000-0003-4805-1918;;6701319933;;;;;
İstanbul;Uzm. Dr. (Prof. Dr.);Zeliha Emel;ZENGİN;Tıbbi Biyokimya;;;;;0000-0002-4352-8126;;24067992500;;;;;
İzmir;Uzm. Dr. (Prof. Dr.);Necla;NİŞLİ;Tıbbi Biyokimya;;;;;;;;;;;;
Ankara;Doç. Dr.;Nilüfer;BAYRAKTAR;Tıbbi Biyokimya;;6065134DDCDC44F7;Y-8758-2018;;0000-0002-7886-3688;;24491696500;;;;;nilufer-bayraktar
Konya;Doç. Dr.;Sevsen;KULAKSIZOĞLU;Tıbbi Biyokimya;;032B7453D7A0E8F7;;;0000-0002-7613-2240;;16042564200;;;;;sevsen-kulaksızoglu
Alanya;Dr. Öğr. Üyesi Dr.;Serap;ARIKAN;Tıbbi Biyokimya;;30CD715F6D632EF1;;;0000-0001-5752-3812;;23088416100;;;;;serap-arıkan
Adana;Öğr. Gör. Dr.;Kerem;METİN;Tıbbi Biyokimya;;4E9050B77C75CC18;;;0000-0001-9629-7002;;14039597600;57203937733;;;;
Ankara;Öğr. Gör. Dr.;Müşteba;BAYRAMZADEH;Tıbbi Biyokimya;;;;;0000-0003-0801-9753;;;;;;;
Ankara;Öğr. Gör. Dr.;Deniz İlhan;TOPCU;Tıbbi Biyokimya;;4DEDFFF8F376CB2E;E-3717-2019;;0000-0002-1219-6368;;23670705000;57193819405;;;;
Adana;Uzm. Dr.;Birsel;ÜNAL;Tıbbi Biyokimya;;;;;0000-0002-1085-2077;;36141373400;;;;;
Alanya;Uzm. Dr.;Nalan;AKALIN;Tıbbi Biyokimya;;;;;0000-0002-8153-0139;;23088021400;57197722023;;;;
Ankara;Dr. Öğr. Üyesi;Huriye Eda;ÖZTURAN ÖZER;Tıbbi Biyokimya;;CC9E759A4B4802B4;;;0000-0001-6543-4043;;55533470600;;;;;
Ankara;Prof. Dr.;Fatma Belgin;ATAÇ;Tıbbi Biyoloji;;9FA956C60A9FD5FC;;;0000-0001-6868-2165;;35591681600;;;;;fatma-belgin-atac
Ankara;Prof. Dr.;Erkan;YURTCU;Tıbbi Biyoloji;;14B4466468736F82;;;0000-0003-4930-8164;;9846265100;;;;;erkan-yurtcu
Ankara;Doç. Dr.;Hasibe;VERDİ;Tıbbi Biyoloji;;1F8586A0F0187FAC;;;0000-0003-0591-009X;;6603167879;;;;;hasibe-verdi
Ankara;Uzm. Dr.;Yaprak;YALÇIN;Tıbbi Biyoloji;;;;;0000-0002-9337-9106;;56567857400;56181892500;;;;
Ankara;Uzm.;Hatice Pınar;BAYSAN ÇEBİ;Tıbbi Biyoloji;;;;;0000-0002-9141-9987;;;;;;;
Ankara;Prof. Dr.;Ş. Remzi;ERDEM;Tıbbi Farmakoloji;;340EBCB22CBEC6CF;;;0000-0002-7537-2170;;56428708300;;;;;saban-remzi-erdem
Ankara;Prof. Dr.;Meral;TUNCER;Tıbbi Farmakoloji;;AAE94876EE81A480;;;0000-0003-3360-5092;;;;;;;
Ankara;Doç. Dr.;Tolga Reşat;AYDOS;Tıbbi Farmakoloji;;0BCCF74F4C98D507;;;0000-0002-1832-9336;;8091625500;;;;;tolga-resat-aydos
Ankara;Dr. Öğr. Üyesi Dr.;Selda;EMRE AYDINGÖZ;Tıbbi Farmakoloji;;;;;0000-0001-7823-7620;;6506739209;7007130333;;;;
Ankara;Arş. Gör. Dr.;Oğuzhan Ekin;EFE;Tıbbi Farmakoloji;;5CE3ECE6F4FEF3EF;;;0000-0002-3243-7843;0000-0003-1531-4240;56313861200;;;;;
Ankara;Arş. Gör.;Karl Michael;LUX;Tıbbi Farmakoloji;;13CA77650BC4D61B;;;0000-0002-3964-268x;;;;;;;
Ankara;Prof. Dr.;Zerrin;ÇELİK;Tıbbi Genetik;;126ABA466C539CE6;A-1229-2015;;0000-0001-9158-220X;;56087562500;56541764600;;;;zerrin-celik
Ankara;Prof. Dr.;Feride İffet;ŞAHİN;Tıbbi Genetik;;9C3F2FE9E4C05E21;AAC-7232-2020;;0000-0001-7308-9673;;7004923874;36653168100;35802673000;;;
Adana;Doç. Dr.;Özgür;KÜTÜK;Tıbbi Genetik;;7290206C8F3A6B8B;;;0000-0001-9854-7220;;6507681602;;;;;ozgur-kutuk
Ankara;Doç. Dr.;Yunus Kasım;TERZİ;Tıbbi Genetik;;FA03686EB15CECD0;;;0000-0001-5612-9696;;11839698900;;;;;yunus-kasım-terzi
Ankara;Dr. Öğr. Üyesi Dr.(Doç.);Gözde;ÜNSOY;Tıbbi Genetik;;7337576B02B47DDD;G-5351-2016;;0000-0003-4617-0331;;55371461300;;;;;
Ankara;Arş. Gör.;Selin;AKAD;Tıbbi Genetik;;8AFA556565A20C33;;;0000-0002-3808-7004;;57200700771;;;;;
Adana;Prof. Dr.;Hikmet Eda;ALIŞKAN;Tıbbi Mikrobiyoloji;;1B51B8C3BC740EA9;;;0000-0001-9060-3195;;22940385300;;;;;hikmet-alıskan
Ankara;Prof. Dr.;Ahmet Celal;BAŞUSTAOĞLU;Tıbbi Mikrobiyoloji;;87C4A1ED056B1BAE;;;0000-0002-2571-0637;;6602585485;;;;;ahmet-celal-basustuoglu
Ankara;Uzm. Dr. (Prof. Dr.);Saliha Seyyal;ROTA;Tıbbi Mikrobiyoloji;;;;;0000-0002-2777-7528;;7003422993;;;;;
Ankara;Dr. Öğr. Üyesi Dr.;Aylin;ALTAY KOÇAK;Tıbbi Mikrobiyoloji;;A1CD86AED887268B;;;0000-0002-0451-0142;;55606821800;57194690979;;;;
Ankara;Dr. Öğr. Üyesi Dr.;Hasan Cenk;MİRZA;Tıbbi Mikrobiyoloji;;103CF46B91CA9E31;;;0000-0002-8853-3893;;55898721300;;;;;
Ankara;Öğr. Gör. Dr.;Aylin;ÜSKÜDAR GÜÇLÜ;Tıbbi Mikrobiyoloji;;3BE6E8AEE26AC2F3;;;0000-0002-1872-028X;;9241612500;;;;;
Adana;Uzm. Dr.;Hatice Hale;GÜMÜŞ;Tıbbi Mikrobiyoloji;;;;;0000-0001-9071-9606;;;;;;;
Ankara;Arş. Gör.;Gizem;İNCE;Tıbbi Mikrobiyoloji;;;;;0000-0002-9012-620x;;;;;;;
Adana;Prof. Dr.;Filiz;BOLAT;Tıbbi Patoloji;;F750A7CCFA14D8DF;;;0000-0003-2031-7374;;6602427475;12764340200;57213286295;;;filiz-bolat
Adana;Prof. Dr.;Fazilet;KAYASELÇUK;Tıbbi Patoloji;;A01471E9B10189A5;;;0000-0002-1180-3840;;7004390392;;;;;fazilet-kayaselcuk
Ankara;Prof. Dr.;Asuman Nihan;HABERAL REYHAN;Tıbbi Patoloji;;6C9E9C726ABC21AC;;;0000-0001-9852-9911;;8630541000;;;;;asuman-nihan-haberal-reyhan
Ankara;Prof. Dr.;Binnaz Handan;ÖZDEMİR;Tıbbi Patoloji;;566195F0202BFBF3;X-8540-2019;;0000-0002-7528-3557;;7004168956;;;;;binnaz-handan-ozdemir
Ankara;Prof. Dr.;Özlem;ÖZEN;Tıbbi Patoloji;;39C38E3D21FB033D;;;0000-0002-9082-1317;;6603048900;;;;;ozlem-ozen
İstanbul;Prof. Dr.;Şemsi;ALTANER;Tıbbi Patoloji;;0080CA48F6D0B469;;;0000-0001-5533-6001;;56382091800;;;;;
Adana;Doç. Dr.;Nazım Emrah;KOÇER;Tıbbi Patoloji;;B206AE276C6C57C6;;;0000-0003-3636-8109;0000-0002-5943-9283;9336886700;;;;;nazım-emrah-kocer
Ankara;Doç. Dr.;Ebru Şebnem;AYVA;Tıbbi Patoloji;;90D445CB71A68517;;;0000-0002-2280-8778;;54583215600;;;;;ebru-sebnem-ayva
Ankara;Doç. Dr.;Ayşen;TERZİ;Tıbbi Patoloji;;00FBD67572585C34;;;0000-0002-1225-132;;7005355909;;;;;aysen-terzi
Ankara;Dr. Öğr. Üyesi Dr.(Doç.);Gonca;ÖZGÜN;Tıbbi Patoloji;;2AABFAC613820E57;;;;;35520074800;25824724400;;;;
Adana;Öğr. Gör. Dr.(Doç.);Emine Tuba;CANPOLAT;Tıbbi Patoloji;;C9E14450D5083F42;;;0000-0002-6099-4786;;20435277500;;;;;emine-tuba-canpolat
İzmir;Uzm. Dr. (Doç.);Oya Nermin;SİVRİKOZ;Tıbbi Patoloji;;;;;0000-0001-7454-2812;;24475644100;;;;;
Alanya;Dr. Öğr. Üyesi Dr.;Hampar;AKKAYA;Tıbbi Patoloji;;E8B419B3B5D90DEA;;;0000-0002-7070-6901;;16425370900;;;;;
Ankara;Dr. Öğr. Üyesi Dr.;Pelin;BÖRCEK;Tıbbi Patoloji;;EDA318465F54FE16;;;0000-0001-8565-0667;;24075269000;13614040100;;;;
Ankara;Dr. Öğr. Üyesi Dr.;Alev;OK ATILGAN;Tıbbi Patoloji;;841BBEE873116124;;;0000-0001-8595-8880;;55253530400;53164587600;;;;
Ankara;Dr. Öğr. Üyesi Dr.;Merih;TEPEOĞLU;Tıbbi Patoloji;;37C23D15A09D73ED;;;0000-0002-9894-8005;;55508346500;;;;;merih-tepeoglu
Ankara;Dr. Öğr. Üyesi Dr.;Eda;YILMAZ AKÇAY;Tıbbi Patoloji;;E321806D73B316CF;;;0000-0001-6831-9585;;35078171200;56499365200;;;;
Konya;Öğr. Gör. Dr.;Esra Zeynep;COŞKUNOĞLU;Tıbbi Patoloji;;FD887DDDC185220B;;;0000-0002-6176-7016;;37039384200;;;;;
Konya;Öğr. Gör. Dr.;Özgür Hilal;ERİNANÇ;Tıbbi Patoloji;;6723DF8D875AEF9E;;;0000-0003-1401-6356;;55544092800;;;;;ozgur-hilal-erinanc
Adana;Uzm. Dr.;Bermal;HASBAY;Tıbbi Patoloji;;;;;0000-0002-7941-7962;;36113575200;;;;;
İstanbul;Uzm. Dr.;Saime;RAMADAN;Tıbbi Patoloji;;;;;0000-0002-9537-0375;;8287424100;15071839100;57213669551;57212114416;;
Ankara;Arş. Gör. Dr.;Merve;AYDEMİR;Tıbbi Patoloji;;;;;0000-0002-9165-3263;;;;;;;
Ankara;Arş. Gör. Dr.;Merve Nur;ÇELİK;Tıbbi Patoloji;;91386B909BB61420;;;0000-0002-5094-6115;;;;;;;
Ankara;Arş. Gör. Dr.;Elif;ÇİLOĞLU;Tıbbi Patoloji;;DE94DC850BEFF8B4;;;0000-0001-5174-0381;;;;;;;
Ankara;Arş. Gör. Dr.;Leyla;HESENELİYEVA;Tıbbi Patoloji;;;;;0000-0002-6545-0286;;;;;;;
Ankara;Arş. Gör. Dr.;İstem;ŞANAL;Tıbbi Patoloji;;88E6A897995016E3;;;0000-0002-3895-506x;;;;;;;
Ankara;Arş. Gör. Dr.;Duygu;TÜRKBEY;Tıbbi Patoloji;;B0A6C0409DD0E508;;;0000-0001-7331-2492;;;;;;;
Ankara;Arş. Gör. Dr.;Sergen;YAĞCI;Tıbbi Patoloji;;1EBA0798BFE85B8C;;;0000-0001-8195-0283;;;;;;;
Ankara;Arş. Gör. Dr.;Aynura;ZEYNALOVA;Tıbbi Patoloji;;E2017C279BC9CA4F;;;0000-0003-3721-1007;;;;;;;
Ankara;Prof. Dr.;Hayati;BİLGİÇ;Tıp Eğitimi;;43F2F3A25ADCA75D;;;0000-0001-5208-3053;;6603487035;57198309981;;;;
